Key	Value
\n[color=#ff0000]境界不够({0}/{1})[/color]	\n[color=#ff0000]Too low State ({0}/{1})[/color]
{0} 下载超时，请检查网络连接，或移至Steam下载界面恢复下载	{0} Download timed out. Verify that your Internet connection is stable or navigate to Steam's download menu to resume the download.
载入角色数据	Loading character data
工坊	Workshop
阵法真意	Truth of Formation
应用装扮……	Applying Outfit..
劝化这个角色	Persuade this character.
极寒	Freezing
{0}带来的{1}{2}	{0} brought {1} {2}.
传授给低辈弟子符合其境界的秘籍，参悟消耗降低25%。如果是自身弟子，则再额外降低25%。\n当选择了传授多个秘籍后，传授者会逐个等待弟子参悟值足够时再进行传授。	Imparts a manual suitable to the junior disciple's state (Inspiration XP cost is reduced by 25%). For the character's disciple, the cost is reduced by another 25%.\nWhen imparting multiple manuals, the instructor will wait with imparting them until the disciple has enough Inspiration XP.
选择熔炉。	Select the furnace.
修行时总觉得心神不宁，正打算缓缓	Feels uneasy while meditation: wants to take a break
格物	Comprehension
需要随机的数据id和对应的权重的配置规则格式如下，请检查逻辑：1001,10;1002,20	The configuration rule format for random data id and corresponding weight is as follows, please check logic: 1001,10;1002,20
{0}，{1}<ti v='条件,效果'> </ti>	Cause: {0}. Result: {1}
十	X
歧黄	Medicine
新丹药	New Elixir
不满足建筑条件	Failed to meet the building requirements
领悟值	Comprehension
选择祈福硬币	Select a prayer coin
重载Skill	Reload Skill
垂钓圣者	Fisher Saint
需开启dlc{0}后解锁	Need to enable dlc {0} to unlock
正专心建筑工作	Concentrating on construction work
近日{0}类物品过多，简直一文不值。	Recently, there is a surplus of {0} items, making them almost worthless.
建筑解锁	Unlock Building
适中	Medium
阵眼：	Auxiliaries:
初始人员偏少，可能会因为人手的不足带来生存的压力。	You have few initial members which might make surviving somewhat difficult.
准备数据	Preparing data
CombineBrushTexture_B_耗时 : 	CombineBrushTexture_B_耗时： 
该物品不是玄牝珠	This item is not a Soul Pearl .
历练中	Adventuring
在工作之时，突然心有所感	Working; gets a sudden feeling
当前没有消息。	No message now.
跟随{0}	Follow {0}
心境通明	Harmony
孵化中	Hatching
正心无旁骛的挖矿中	Concentrates on mining
CloudSave->拉取到的云存档信息:Filename:{0} Description:{1} TotalTimePlayed:{2} LastModifiedTimestamp:{3}	CloudSave->Fetched Cloud Save Info: Filename: {0} Description: {1} TotalTimePlayed: {2} LastModifiedTimestamp: {3}
本门	Our Sect
一窝孕育中的	Nurturing
所有可见目标	Visible Targets
尚有未结束的战斗	Unfinished battle
<font color=#00FF00>[仅{0}可装备]</font>\n	<font color=#00FF00>[Only to be equipped by {0}]</font>\n
路径为:{0}的save文件.无法解密,可能因为文件已损坏	Save file at path: {0} cannot be decrypted, likely due to file corruption
角色身体的强度，影响角色的寿命，抗寒抗热，以及与体力相关的效率等属性。	Constitution (CON): Kekuatan tubuh karakter. Memengaruhi umur karakter, ketahanan terhadap dingin dan panas, serta efisiensi dalam melakukan pekerjaan fisik.
静	Calm
不为人知	Anonymous
云存档:{0}/{1}	Cloud Save: {0} / {1}
地图测试	Map Test
未获得通行权，门派的大能正在赶来的路上，请速速离开此地。	Unauthorized entry. The sect sage is on their way. Please leave immediately.
请输入任意按键	Press a key.
确定要夺舍{0}吗？	Are you sure you want to possess {0}?
正心不在焉的手工作业中	Doing handcraft absent-mindedly
\n[color=#009600]风水建筑[/color]	\n[color=#009600]Feng Shui Building[/color]
远离工坊台案	and Away from a kind of workshop table
无法重复录入!	Cannot be transcipt again.
刚结束今天的练习护体功课	Just finished today's protection training
药田	Herb Garden
在拆迁建筑之时，正觉得很爽快	Demolishing buildings; feels great
门派人数	Population
瓶颈\n	Limit\n
有所奇遇	Chance encounter
玩家触发	Player Trigger
重要情绪:	Important Mood:
施法搬运中	Hauling
{2}天谴小于：{0:F0}({1:F0}){3}\n	{2} Condemnation less than: {0:F0} ({1:F0}) {3}\n
{0}({1}阶)\n{2}	{0} (Tier {1}) \n{2}
已选内容	Content selected
难度管理器	Difficulty Manager
资源加载...{0}/{1}	Assets loading...{0}/{1}
对灵感的把握能力，影响淬体时高级进化方向的出现概率。	The ability to handle inspirations. Affects the chance of advanced Evolution Directions to occur in Remolding.
练习御剑术时走岔了气，正调整内息	Lost control of Qi during sword mastery training; adjusting inner balance
请选择一个阵眼	Select an auxiliary.
正在一脸期待的种植作物中	Growing crops with great anticipation
娱乐：{0}\n	Leisure: {0}\n
派遣众弟子或是拥有特殊标签的弟子解决问题。	Send all disciples, or disciples with a special trait to solve the problem.
将木材送人，或是拿起木棍。	Give others wood, or pick up a wood stick.
只有对术法之道有足够的造诣（20级以上），才能将这部分感悟寄托于装备。	Only when the character gains enough understanding of Spell (Lv.20 and higher), they can attach that epiphany to their equipment.
降低一个角色的心境	Reduce a character's Mental State.
创建门派	Create Sect
工作与劳动	Work
(被摧毁)	(Demolished)
加载{0}配置文件	Load configuration file {0}.
上传的内容中有未保存的物品，请先保存	There are unsaved items in the uploaded content. Please save first.
难	Hard
衣裤	Clothing
此阵法弥足珍贵，切不可删除！	This formation is precious and cannot be deleted.
全开	All on
正在思考	Thinking
重载完成	Reload Complete
在拆迁建筑时，正累的气喘吁吁	Demolishing buildings; panting for breath
要将{0}驱逐出门派么？这将影响其他角色的情绪。	Banish {0} from the sect? This will affect the mood of other characters.
镇	Relic
由{0}一手创建的修行门派，自成立以来，便如异军突起，短短数年便成就宗师气象，于修行界占据一席之地，留下赫赫威名。	A practice sect established by {0}. It has gained much power since its emergence and even though it has only been active for a few years, others view him as a master. He has made a place for himself in the realm of practice and is now famous.
道行加成：{0}\n	Attainment Bonus: {0}\n
{0}：{1:N0}({2:N0})(最低需要有:{3:N0})	{0}: {1:N0}({2:N0})(Minimum requirement: {3:N0})
正专心拆迁建筑	Concentrating on demolishing buildings
落地	Land
双锤	Mallets
请选择需要保存的内容	Select content to save.
信仰圣物一生只能炼制一次，确定要使用[{0}]炼制吗？	Sacred Relic can only be crafted once in a lifetime. Do you want to use [{0}] to craft?
法宝相关	Artifacts Related
确定完成修改并提交？	Are you sure you have finished your edit and want to submit?
观	Contemplation
郎中	Healer
ID:{0}没有云端数据!	ID: {0} - No Cloud Data Available!
正在练习御剑术	Training sword mastery
正在发愁今天做什么东西吃	Pondering about what to cook today
跟随此目标	Follow this taget
练习护体许久，正累的气喘吁吁	Has trained protection a long while; panting for breath
\n\n<font color=#D06508>[灵植]</font>\n{9}：{10:N2}%\n灵煞趋势：{8}{0:N2}/天\n　蕴养加成：{1}\n　天气加成：{2}\n　季节加成：{3}\n　五行加成：{4}\n　交感加成：{5}\n\n当前状态：{6}\n　{7}\n	\n\n<font color=#D06508>[Spiritual Plant]</font>\n{9}: {10:N2}%\nBless Tendency: {8} {0:N2}/d\nNurture: {1}\nWeather: {2}\nSeason: {3}\nFive Element: {4}\nSympathy: {5}\n\nStatus: {6}\n　{7}\n
已经领取过该奖励	You have already claimed this reward
影响思绪片段产生速度。满足的条件越多，产生得越快。\n{0}{1}{2}{3}{4}{5}{6}{7}{8}{9}{10}	Affects the speed at which Thought Shards generate. The more conditions fulfilled, the faster they are generated.\n{0}{1}{2}{3}{4}{5}{6}{7}{8}{9}{10}
暂未发生任何行为。	No Acts has taken place so far.
征伐	Conquest
作用部位：	Functionality:
略有耳闻	Common
更新失败	Failed to update
可以预见，此人对你的劝化[color=#f700ff]颇有兴致[/color]，应该有所共鸣	This person is going to be [color=#f700ff]quite interested[/color] in and possibly resonates with your persuasion.
{0}心防瓦解(贪婪)	{0} has opened up (greedy).
\n剩余:{0}	\nRemaining: {0}
内门特质	Cultivational Properties
壮	Strong
法宝攻击间隔:	Artifact Attack Speed:
中级：{0}。\n	Intermediate: {0}. \n
掌门：{0}	Sect Leader: {0}
无可用的奖励	No Available Rewards
人心惶惶	Suspicious
拒绝	Refuse
人间	Mortal World
{0}通过精湛的垂钓技术和前所未有的运气获得了{1}的称号	{0} has earned the title {1} for expert fishing techniques and extraordinary luck.
无名	Nameless
不知道在想什么，一脸呆滞	Staring blankly while thinking about random stuff
单次上传的物品最多允许 20 个	You can only upload 20 items at a time.
性别不合适	Inappropriate gender.
数据拉取失败，请检查网络是否正常连接Steam	Failed to acquire data. Check whether you are connected to Steam.
☯[size=13]因其性特异，故另有所需：[/size]\n	☯[size=13]Because of its special trait, there is another requirement:[/size]\n
法宝战斗强度:	Artifact Battle Power:
\n{0}级	\nLv {0}
参与动机	Participation Motive
请选择要夺取的道具	Select an item to take.
你失去了{0}\n你获得了灵石 X {1}	You lost {0}.\nYou obtained {1} Spirit Stones.
无数	Numerous
刚刚吃饱喝足，正满意的拍肚子	Just had a great meal; rubs stomach with satisfaction
将一个普通物品炼制成信仰圣物，一个神道修行者一生只能炼制一件信仰圣物，信仰圣物的强度与修行者息息相关，且具备持续成长的特性。需要[color=#FF0000]炼宝台[/color]。	Craft a common item into a sacred relic. A Shendao cultivator can only craft one sacred artifact in their lifetime. Its power is closely related to the cultivator's and will continue to increase. Requires [color=#FF0000]Crafting Table[/color].
将食物给他人。	Give others food.
还不可以使用逃跑!	Cannot escape!
拥挤	Full
调查:{0}	Investigate: {0}
修炼途径	Cultivation Method
正心不在焉的缝纫作业中	Sewing absent-mindedly
圣物	Sacred Relic
近日只有{0}类物品有利可图。	Recently, only {0} items are profitable.
环境恶劣	Horrendous
接受任务	Accept Quest
结丹	Essence Shaping
未激活	Inactive
当前环境	Current Environment
黄布	Yellow Fabric
非常抱歉！存档失败。\n愤怒的您可能会责怪开发团队，您的确有理由这样做，这本不应该发生。\n我们非常抱歉！请尝试读取旧的存档。\n如果需要支持或者报告问题，请发送邮件至:\nQA@GSQStudio.com。	Sorry! Failed to save. \nYou might want to rage and blame us developers at the moment, and we understand you as this shouldn't have happened. \nSorry! Please try to load an old save. \nIf you need help or wish to report an issue, please contact us at \nQA@GSQStudio.com.
觉醒灵智	Awaken Intelligence
点我！	Click me!
赏月	Watching the Moon
[NAME]通过经历{0}，认识{1}，感受{2}。成功开启灵智，化形成功。	Through the experience of {0}, the realization of {1} and the perception of {2}, [NAME] has successfully gained intelligence and shapeshifted.
[color=#ff0000]下一级参悟值：{0:F0}/{1:F0}[color]\n提高道行: {3}\n{2}	[color=#ff0000]Inspiration on next level: {0:F0}/{1:F0}[color]\nAttainment: +{3}\n{2}
最后的准备.	Final preparations.
[color=#FFA900]\n[阵眼运转][/color]	[color=#FFA900]\n[Current Auxiliary][/color]
但是这个地点你已经知道了	You already know this place!
在手工作业间余，正小憩片刻	Doing handcraft; taking a break
[color=#FF0000]{0}[/color]个灵智碎片开启灵智，化形天劫在[color=#FF0000]{1}[/color]天后降临	Awakened with [color=#FF0000]{0}[/color] Intelligence Shards. The Shapeshifting Tribulation is descending in [color=#FF0000]{1}[/color] days.
神国境	Divine State
没有炼化物品的能力	Unable to refine items.
体修无法转换阵营。	Physical cultivators cannot be turned to your side.
石块	Stone Block
门派风水\n风水会影响整个门派方方面面	Sect Feng Shui\nFeng Shui affects all aspects of your entire sect.
建筑图鉴需要玩家亲手建造来点亮。	To unlock the contents of Building Encyclopedia, you need to build them personally.
